"Plot Title: Rhee-lab-4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10336344, SEN S/N: 10336344)","RH, % (LGR S/N: 10336344, SEN S/N: 10336344)","Intensity, Lux (LGR S/N: 10336344, SEN S/N: 10336344)","Host Connected (LGR S/N: 10336344)","Stopped (LGR S/N: 10336344)","End Of File (LGR S/N: 10336344)"
114,25-03-31 18:00:04,30.950,53.730,9598.5,,,
115,25-03-31 18:05:04,30.925,51.541,9614.2,,,
116,25-03-31 18:10:04,30.824,50.656,11.8,,,
117,25-03-31 18:15:04,30.596,52.912,11.8,,,
118,25-03-31 18:20:04,30.369,54.767,11.8,,,
119,25-03-31 18:25:04,30.192,53.209,3.9,,,
120,25-03-31 18:30:04,30.167,52.372,11.8,,,
121,25-03-31 18:35:04,30.142,52.144,11.8,,,
122,25-03-31 18:40:04,30.016,53.792,11.8,,,
123,25-03-31 18:45:04,30.041,53.924,11.8,,,
124,25-03-31 18:50:04,30.066,52.359,11.8,,,
125,25-03-31 18:55:04,30.117,55.559,11.8,,,
126,25-03-31 19:00:04,30.192,53.625,11.8,,,
127,25-03-31 19:05:04,30.217,55.033,3.9,,,
128,25-03-31 19:10:04,30.117,52.718,11.8,,,
129,25-03-31 19:15:04,30.117,57.744,11.8,,,
130,25-03-31 19:20:04,30.066,53.448,11.8,,,
131,25-03-31 19:25:04,30.016,52.672,11.8,,,
132,25-03-31 19:30:04,30.066,53.064,11.8,,,
133,25-03-31 19:35:04,29.991,53.021,11.8,,,
134,25-03-31 19:40:04,29.916,55.435,11.8,,,
135,25-03-31 19:45:04,30.066,54.246,11.8,,,
136,25-03-31 19:50:04,30.066,52.230,11.8,,,
137,25-03-31 19:55:04,30.091,55.524,11.8,,,
138,25-03-31 20:00:04,30.041,53.988,11.8,,,
139,25-03-31 20:05:04,30.016,52.576,11.8,,,
140,25-03-31 20:10:04,30.117,57.965,11.8,,,
141,25-03-31 20:15:04,30.016,52.608,11.8,,,
142,25-03-31 20:20:04,29.890,53.967,11.8,,,
143,25-03-31 20:25:04,29.916,55.276,11.8,,,
144,25-03-31 20:30:04,29.890,54.923,11.8,,,
145,25-03-31 20:35:04,29.941,53.239,11.8,,,
146,25-03-31 20:40:04,30.041,56.088,11.8,,,
147,25-03-31 20:45:04,29.941,53.079,11.8,,,
148,25-03-31 20:50:04,29.941,53.526,11.8,,,
149,25-03-31 20:55:04,30.016,53.473,11.8,,,
150,25-03-31 21:00:04,29.941,53.143,11.8,,,
151,25-03-31 21:05:04,29.991,56.493,11.8,,,
152,25-03-31 21:10:04,29.966,56.299,11.8,,,
153,25-03-31 21:15:04,29.840,57.892,11.8,,,
154,25-03-31 21:20:04,29.815,58.738,3.9,,,
155,25-03-31 21:25:04,29.815,53.445,11.8,,,
156,25-03-31 21:30:04,29.740,54.965,11.8,,,
157,25-03-31 21:35:04,29.815,59.021,11.8,,,
158,25-03-31 21:40:04,29.740,53.403,11.8,,,
159,25-03-31 21:45:04,29.815,59.083,11.8,,,
160,25-03-31 21:50:04,29.865,54.601,3.9,,,
161,25-03-31 21:55:04,29.815,53.860,11.8,,,
162,25-03-31 22:00:04,29.941,56.675,11.8,,,
163,25-03-31 22:05:04,29.966,54.647,11.8,,,
164,25-03-31 22:10:04,29.916,53.171,11.8,,,
165,25-03-31 22:15:04,30.016,58.265,11.8,,,
166,25-03-31 22:20:04,29.941,54.197,11.8,,,
167,25-03-31 22:25:04,29.890,55.781,11.8,,,
168,25-03-31 22:30:04,29.991,54.459,11.8,,,
169,25-03-31 22:35:04,29.941,53.494,11.8,,,
170,25-03-31 22:40:04,29.966,57.216,11.8,,,
171,25-03-31 22:45:04,29.941,56.707,11.8,,,
172,25-03-31 22:50:04,29.790,57.348,11.8,,,
173,25-03-31 22:55:04,29.865,55.650,11.8,,,
174,25-03-31 23:00:04,29.890,54.222,11.8,,,
175,25-03-31 23:05:04,29.865,52.363,11.8,,,
176,25-03-31 23:10:04,29.991,57.094,11.8,,,
177,25-03-31 23:15:04,29.865,56.980,11.8,,,
178,25-03-31 23:20:04,29.790,57.916,11.8,,,
179,25-03-31 23:25:04,29.765,55.000,11.8,,,
180,25-03-31 23:30:04,29.765,54.204,11.8,,,
181,25-03-31 23:35:04,29.890,56.952,11.8,,,
182,25-03-31 23:40:04,29.865,54.218,11.8,,,
183,25-03-31 23:45:04,29.840,55.233,11.8,,,
184,25-03-31 23:50:04,29.916,54.894,11.8,,,
185,25-03-31 23:55:04,29.865,53.548,11.8,,,
186,25-04-01 00:00:04,29.916,56.671,11.8,,,
187,25-04-01 00:05:04,29.966,54.997,11.8,,,
188,25-04-01 00:10:04,29.890,53.264,3.9,,,
189,25-04-01 00:15:04,29.991,58.104,3.9,,,
190,25-04-01 00:20:04,29.941,53.271,11.8,,,
191,25-04-01 00:25:04,29.815,54.975,11.8,,,
192,25-04-01 00:30:04,29.840,55.297,11.8,,,
193,25-04-01 00:35:04,29.815,54.689,11.8,,,
194,25-04-01 00:40:04,29.840,53.129,11.8,,,
195,25-04-01 00:45:04,29.966,56.679,11.8,,,
196,25-04-01 00:50:04,29.840,53.704,3.9,,,
197,25-04-01 00:55:04,29.840,52.552,11.8,,,
198,25-04-01 01:00:04,29.966,54.041,11.8,,,
199,25-04-01 01:05:04,29.840,53.576,11.8,,,
200,25-04-01 01:10:04,29.865,53.132,11.8,,,
201,25-04-01 01:15:04,29.941,53.366,11.8,,,
202,25-04-01 01:20:04,29.840,53.129,11.8,,,
203,25-04-01 01:25:04,29.916,55.022,11.8,,,
204,25-04-01 01:30:04,29.865,54.250,11.8,,,
205,25-04-01 01:35:04,29.865,57.864,11.8,,,
206,25-04-01 01:40:04,29.916,54.289,11.8,,,
207,25-04-01 01:45:04,29.840,53.417,11.8,,,
208,25-04-01 01:50:04,29.916,57.588,11.8,,,
209,25-04-01 01:55:04,29.941,54.993,11.8,,,
210,25-04-01 02:00:04,29.865,53.164,11.8,,,
211,25-04-01 02:05:04,29.941,54.165,11.8,,,
212,25-04-01 02:10:04,29.865,53.164,11.8,,,
213,25-04-01 02:15:04,29.740,54.647,3.9,,,
214,25-04-01 02:20:04,29.790,56.051,3.9,,,
215,25-04-01 02:25:04,29.740,55.378,11.8,,,
216,25-04-01 02:30:04,29.790,53.889,11.8,,,
217,25-04-01 02:35:04,29.941,55.152,11.8,,,
218,25-04-01 02:40:04,29.865,53.899,11.8,,,
219,25-04-01 02:45:04,29.865,53.388,11.8,,,
220,25-04-01 02:50:04,29.941,54.229,3.9,,,
221,25-04-01 02:55:04,29.840,53.321,11.8,,,
222,25-04-01 03:00:04,29.916,55.435,11.8,,,
223,25-04-01 03:05:04,29.865,56.538,11.8,,,
224,25-04-01 03:10:04,29.690,56.638,11.8,,,
225,25-04-01 03:15:04,29.790,55.766,11.8,,,
226,25-04-01 03:20:04,29.815,54.339,3.9,,,
227,25-04-01 03:25:04,29.815,52.805,11.8,,,
228,25-04-01 03:30:04,29.941,54.739,11.8,,,
229,25-04-01 03:35:04,29.865,53.835,11.8,,,
230,25-04-01 03:40:04,29.890,58.057,11.8,,,
231,25-04-01 03:45:04,29.890,54.923,11.8,,,
232,25-04-01 03:50:04,29.840,53.321,11.8,,,
233,25-04-01 03:55:04,29.991,56.493,11.8,,,
234,25-04-01 04:00:04,30.041,53.732,11.8,,,
235,25-04-01 04:05:04,29.966,52.217,11.8,,,
236,25-04-01 04:10:04,30.091,53.035,9701.0,,,
237,25-04-01 04:15:04,30.217,51.543,9701.0,,,
238,25-04-01 04:20:04,30.293,53.063,9701.0,,,
239,25-04-01 04:25:04,30.495,52.962,9693.1,,,
240,25-04-01 04:30:04,30.545,51.136,9693.1,,,
241,25-04-01 04:35:04,30.672,53.756,9693.1,,,
242,25-04-01 04:40:04,30.824,51.366,9693.1,,,
243,25-04-01 04:45:04,30.798,52.072,9693.1,,,
244,25-04-01 04:50:04,30.697,53.759,9669.4,,,
245,25-04-01 04:55:04,30.722,55.200,9677.3,,,
246,25-04-01 05:00:04,30.672,52.922,9661.5,,,
247,25-04-01 05:05:04,30.672,52.055,9653.7,,,
248,25-04-01 05:10:04,30.798,54.221,9661.5,,,
249,25-04-01 05:15:04,30.722,54.019,9669.4,,,
250,25-04-01 05:20:04,30.646,54.679,9653.7,,,
251,25-04-01 05:25:04,30.672,53.435,9661.5,,,
252,25-04-01 05:30:04,30.672,52.409,9645.8,,,
253,25-04-01 05:35:04,30.773,50.940,9669.4,,,
254,25-04-01 05:40:04,30.824,52.140,9661.5,,,
255,25-04-01 05:45:04,30.748,51.324,9645.8,,,
256,25-04-01 05:50:04,30.798,55.211,9653.7,,,
257,25-04-01 05:55:04,30.773,50.714,9653.7,,,
258,25-04-01 06:00:04,30.672,50.151,9653.7,,,
259,25-04-01 06:05:04,30.697,53.471,9637.9,,,
260,25-04-01 06:10:04,30.697,53.022,9637.9,,,
261,25-04-01 06:15:04,30.722,51.707,9661.5,,,
262,25-04-01 06:20:04,30.824,54.513,9645.8,,,
263,25-04-01 06:25:04,30.773,51.456,9637.9,,,
264,25-04-01 06:30:04,30.748,51.001,9630.0,,,
265,25-04-01 06:35:04,30.798,50.846,9645.8,,,
266,25-04-01 06:40:04,30.672,49.924,9645.8,,,
267,25-04-01 06:45:04,30.621,51.372,9645.8,,,
268,25-04-01 06:50:04,30.646,52.662,9653.7,,,
269,25-04-01 06:55:04,30.596,52.398,9637.9,,,
270,25-04-01 07:00:04,30.697,51.704,9630.0,,,
271,25-04-01 07:05:04,30.748,50.872,9637.9,,,
272,25-04-01 07:10:04,30.697,51.640,9653.7,,,
273,25-04-01 07:15:04,30.798,50.782,9645.8,,,
274,25-04-01 07:20:04,30.849,51.466,9653.7,,,
275,25-04-01 07:25:04,30.798,50.911,9622.1,,,
276,25-04-01 07:30:04,30.849,53.332,9661.5,,,
277,25-04-01 07:35:04,30.798,51.814,9645.8,,,
278,25-04-01 07:40:04,30.773,50.746,9653.7,,,
279,25-04-01 07:45:04,30.900,53.659,9653.7,,,
280,25-04-01 07:50:04,30.824,53.392,9637.9,,,
281,25-04-01 07:55:04,30.722,55.168,9622.1,,,
282,25-04-01 08:00:04,30.672,53.051,9637.9,,,
283,25-04-01 08:05:04,30.646,51.181,9614.2,,,
284,25-04-01 08:10:04,30.646,51.343,9645.8,,,
285,25-04-01 08:15:04,30.773,53.129,9653.7,,,
286,25-04-01 08:20:04,30.748,53.510,9622.1,,,
287,25-04-01 08:25:04,30.773,52.583,9637.9,,,
288,25-04-01 08:30:04,30.798,50.943,9622.1,,,
289,25-04-01 08:35:04,30.874,53.239,9614.2,,,
290,25-04-01 08:40:04,30.798,53.229,9637.9,,,
291,25-04-01 08:45:04,30.798,52.297,9653.7,,,
292,25-04-01 08:50:04,30.798,51.460,9614.2,,,
293,25-04-01 08:55:04,30.849,54.388,9637.9,,,
294,25-04-01 09:00:04,30.824,51.785,9630.0,,,
295,25-04-01 09:05:04,30.824,50.947,9653.7,,,
296,25-04-01 09:10:04,30.900,53.595,9630.0,,,
297,25-04-01 09:15:04,30.925,52.411,9637.9,,,
298,25-04-01 09:20:04,30.900,51.376,9645.8,,,
299,25-04-01 09:25:04,30.900,49.856,9622.1,,,
300,25-04-01 09:30:04,30.925,50.928,9645.8,,,
301,25-04-01 09:35:04,30.849,51.079,9630.0,,,
302,25-04-01 09:40:04,30.874,50.371,9630.0,,,
303,25-04-01 09:45:04,30.925,51.896,9622.1,,,
304,25-04-01 09:50:04,30.900,51.344,9614.2,,,
305,25-04-01 09:55:04,30.900,49.856,9630.0,,,
306,25-04-01 10:00:04,30.950,52.478,9622.1,,,
307,25-04-01 10:05:04,30.950,51.899,9630.0,,,
308,25-04-01 10:08:12,,,,Logged,,
309,25-04-01 10:10:04,27.825,40.326,406.0,,,
310,25-04-01 10:15:04,25.404,42.295,469.1,,,
311,25-04-01 10:20:04,24.363,43.673,477.0,,,
312,25-04-01 10:25:04,23.833,44.356,445.4,,,
313,25-04-01 10:30:04,23.545,45.128,437.5,,,
314,25-04-01 10:35:04,23.424,45.275,555.8,,,
315,25-04-01 10:40:04,23.376,45.333,760.8,,,
316,25-04-01 10:45:04,23.376,45.365,469.1,,,
317,25-04-01 10:50:04,23.376,45.301,461.2,,,
318,25-04-01 10:55:04,23.400,45.239,492.7,,,
319,25-04-01 11:00:04,23.424,45.114,729.2,,,
320,25-04-01 11:05:04,23.497,45.058,642.5,,,
321,25-04-01 11:10:04,23.569,44.938,713.5,,,
322,25-04-01 11:15:04,23.617,44.750,492.7,,,
323,25-04-01 11:20:04,23.665,44.756,469.1,,,
324,25-04-01 11:25:04,23.713,44.600,524.3,,,
325,25-04-01 11:30:04,23.761,44.444,524.3,,,
326,25-04-01 11:35:04,23.785,44.318,524.3,,,
327,25-04-01 11:40:04,23.809,44.224,484.9,,,
328,25-04-01 11:45:04,23.833,44.162,532.2,,,
329,25-04-01 11:50:04,23.881,44.038,516.4,,,
330,25-04-01 11:55:04,23.905,43.912,532.2,,,
331,25-04-01 12:00:04,23.930,43.882,547.9,,,
332,25-04-01 12:05:04,23.954,43.691,469.1,,,
333,25-04-01 12:10:04,23.978,43.564,421.8,,,
334,25-04-01 12:15:04,24.002,43.534,461.2,,,
335,25-04-01 12:20:04,24.026,43.505,477.0,,,
336,25-04-01 12:25:04,24.050,43.313,453.3,,,
337,25-04-01 12:30:04,23.930,43.558,445.4,,,
338,25-04-01 12:35:04,23.809,43.965,461.2,,,
339,25-04-01 12:40:04,23.713,44.051,469.1,,,
340,25-04-01 12:45:04,23.809,37.630,74.9,,,
341,25-04-01 12:50:04,25.355,59.672,9440.8,,,
342,25-04-01 12:55:04,27.653,45.978,9172.8,,,
343,25-04-01 13:00:04,29.115,56.901,9220.1,,,
344,25-04-01 13:05:04,29.740,54.264,9227.9,,,
345,25-04-01 13:10:04,30.243,53.344,9251.6,,,
346,25-04-01 13:15:04,30.520,53.383,9251.6,,,
347,25-04-01 13:20:04,30.900,53.851,9259.5,,,
348,25-04-01 13:25:04,30.925,51.606,9251.6,,,
349,25-04-01 13:30:04,31.026,52.971,9283.1,,,
350,25-04-01 13:35:04,31.153,52.281,9275.2,,,
351,25-04-01 13:40:04,31.077,51.658,9275.2,,,
352,25-04-01 13:45:04,31.153,52.828,9275.2,,,
353,25-04-01 13:50:04,31.204,50.997,9283.1,,,
354,25-04-01 13:55:04,31.103,52.145,9283.1,,,
355,25-04-01 14:00:04,31.204,52.867,9275.2,,,
356,25-04-01 14:05:04,31.179,50.476,9267.4,,,
357,25-04-01 14:10:04,31.103,52.306,9267.4,,,
358,25-04-01 14:15:04,31.230,52.774,9267.4,,,
359,25-04-01 14:20:04,31.128,50.145,9243.7,,,
360,25-04-01 14:25:04,31.128,52.245,9275.2,,,
361,25-04-01 14:30:04,31.230,52.613,9275.2,,,
362,25-04-01 14:35:04,31.103,50.336,9275.2,,,
363,25-04-01 14:40:04,31.128,52.342,9267.4,,,
364,25-04-01 14:45:04,31.230,52.742,9267.4,,,
365,25-04-01 14:50:04,31.153,50.148,9291.0,,,
366,25-04-01 14:55:04,31.128,52.181,9275.2,,,
367,25-04-01 15:00:04,31.230,52.581,9275.2,,,
368,25-04-01 15:05:04,30.444,34.429,6910.1,,,
369,25-04-01 15:10:04,29.590,39.017,9188.5,,,
370,25-04-01 15:15:04,29.890,52.367,9259.5,,,
371,25-04-01 15:20:04,30.394,51.985,9259.5,,,
372,25-04-01 15:25:04,30.545,55.302,9267.4,,,
373,25-04-01 15:30:04,30.596,51.980,9259.5,,,
374,25-04-01 15:35:04,30.798,53.517,9267.4,,,
375,25-04-01 15:40:04,30.950,53.121,9251.6,,,
376,25-04-01 15:45:04,30.874,51.373,9267.4,,,
377,25-04-01 15:50:04,30.976,51.677,9259.5,,,
378,25-04-01 15:55:04,31.077,51.335,9259.5,,,
379,25-04-01 16:00:04,31.103,50.919,9275.2,,,
380,25-04-01 16:05:04,31.077,50.592,9283.1,,,
381,25-04-01 16:10:04,31.128,50.145,9267.4,,,
382,25-04-01 16:15:04,31.128,49.886,9275.2,,,
383,25-04-01 16:20:04,31.103,50.207,9259.5,,,
384,25-04-01 16:25:04,31.153,51.378,9267.4,,,
385,25-04-01 16:30:04,31.153,51.249,9291.0,,,
386,25-04-01 16:35:04,31.128,50.954,9291.0,,,
387,25-04-01 16:40:04,31.153,50.537,9267.4,,,
388,25-04-01 16:45:04,31.128,50.210,9275.2,,,
389,25-04-01 16:50:04,31.128,49.983,9291.0,,,
390,25-04-01 16:55:04,31.153,50.570,9283.1,,,
391,25-04-01 17:00:04,31.153,52.087,9275.2,,,
392,25-04-01 17:05:04,31.153,51.604,9283.1,,,
393,25-04-01 17:10:04,31.128,51.051,9283.1,,,
394,25-04-01 17:15:04,31.153,50.472,9251.6,,,
395,25-04-01 17:20:04,31.128,49.951,9275.2,,,
396,25-04-01 17:25:04,31.128,50.210,9243.7,,,
397,25-04-01 17:30:04,31.153,51.410,9283.1,,,
398,25-04-01 17:35:04,31.179,51.123,9291.0,,,
399,25-04-01 17:40:04,31.153,50.861,9291.0,,,
400,25-04-01 17:45:04,31.128,50.469,9283.1,,,
401,25-04-01 17:50:04,31.128,50.178,9267.4,,,
402,25-04-01 17:55:04,31.128,49.918,9283.1,,,
403,25-04-01 18:00:04,31.128,50.663,9275.2,,,
404,25-04-01 18:05:04,31.153,51.636,9283.1,,,
405,25-04-01 18:10:04,31.052,51.622,11.8,,,
406,25-04-01 18:15:04,30.748,51.904,11.8,,,
407,25-04-01 18:20:04,30.596,51.884,3.9,,,
408,25-04-01 18:25:04,30.469,51.770,3.9,,,
409,25-04-01 18:30:04,30.369,51.789,11.8,,,
410,25-04-01 18:35:04,30.369,54.097,11.8,,,
411,25-04-01 18:40:04,30.369,54.448,11.8,,,
412,25-04-01 18:45:04,30.293,53.991,11.8,,,
413,25-04-01 18:50:04,30.268,53.348,11.8,,,
414,25-04-01 18:55:04,30.243,52.800,3.9,,,
415,25-04-01 19:00:04,30.192,52.376,11.8,,,
416,25-04-01 19:05:04,30.243,55.036,11.8,,,
417,25-04-01 19:10:04,30.268,54.849,11.8,,,
418,25-04-01 19:15:04,30.192,54.200,11.8,,,
419,25-04-01 19:20:04,30.192,53.497,11.8,,,
420,25-04-01 19:25:04,30.192,52.857,11.8,,,
421,25-04-01 19:30:04,30.142,52.529,3.9,,,
422,25-04-01 19:35:04,30.192,55.156,11.8,,,
423,25-04-01 19:40:04,30.217,54.778,11.8,,,
424,25-04-01 19:45:04,30.167,54.197,11.8,,,
425,25-04-01 19:50:04,30.167,53.654,11.8,,,
426,25-04-01 19:55:04,30.167,53.110,11.8,,,
427,25-04-01 20:00:04,30.117,52.911,11.8,,,
428,25-04-01 20:05:04,30.167,54.548,11.8,,,
429,25-04-01 20:10:04,30.167,54.643,11.8,,,
430,25-04-01 20:15:04,30.117,54.190,3.9,,,
431,25-04-01 20:20:04,30.167,53.526,11.8,,,
432,25-04-01 20:25:04,30.167,53.046,11.8,,,
433,25-04-01 20:30:04,30.091,52.747,11.8,,,
434,25-04-01 20:35:04,30.192,55.983,11.8,,,
435,25-04-01 20:40:04,30.142,52.722,11.8,,,
436,25-04-01 20:45:04,29.991,53.917,11.8,,,
437,25-04-01 20:50:04,30.142,54.863,11.8,,,
438,25-04-01 20:55:04,30.192,55.284,11.8,,,
439,25-04-01 21:00:04,30.117,54.795,11.8,,,
440,25-04-01 21:05:04,30.117,54.126,11.8,,,
441,25-04-01 21:10:04,30.117,53.551,11.8,,,
442,25-04-01 21:15:04,30.066,53.224,11.8,,,
443,25-04-01 21:20:04,30.117,53.263,11.8,,,
444,25-04-01 21:25:04,30.091,53.867,11.8,,,
445,25-04-01 21:30:04,30.066,53.480,11.8,,,
446,25-04-01 21:35:04,30.117,53.295,11.8,,,
447,25-04-01 21:40:04,30.091,54.186,11.8,,,
448,25-04-01 21:45:04,29.991,54.491,11.8,,,
449,25-04-01 21:50:04,30.117,53.806,11.8,,,
450,25-04-01 21:55:04,30.091,53.195,11.8,,,
451,25-04-01 22:00:04,30.041,52.932,3.9,,,
452,25-04-01 22:05:04,30.142,55.531,11.8,,,
453,25-04-01 22:10:04,30.142,55.308,11.8,,,
454,25-04-01 22:15:04,30.066,54.438,11.8,,,
455,25-04-01 22:20:04,30.117,53.455,11.8,,,
456,25-04-01 22:25:04,30.117,52.558,11.8,,,
457,25-04-01 22:30:04,30.041,54.689,3.9,,,
458,25-04-01 22:35:04,30.142,55.277,11.8,,,
459,25-04-01 22:40:04,30.117,54.413,3.9,,,
460,25-04-01 22:45:04,30.066,53.672,11.8,,,
461,25-04-01 22:50:04,30.142,54.512,11.8,,,
